Industry Title,SIC Code,Company Name,cityba,zipba,Industry_Encoded,City_Encoded,Cluster
NATURAL GAS DISTRIBUTION,4924.0,NEW JERSEY RESOURCES CORP,WALL,7719,175,1432,0
STATE COMMERCIAL BANKS,6022.0,HANCOCK WHITNEY CORP,GULFPORT,39501,334,559,1
ARRANGEMENT OF TRANSPORTATION OF FREIGHT & CARGO,4731.0,BRINKS CO,RICHMOND,23226-1800,17,1128,4
SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,3841.0,PROCEPT BioRobotics Corp,REDWOOD CITY,94065,340,1118,3
"SECURITY BROKERS, DEALERS & FLOTATION COMPANIES",6211.0,PIPER SANDLER COMPANIES,MINNEAPOLIS,55402,272,875,3
PHARMACEUTICAL PREPARATIONS,2834.0,"BridgeBio Pharma, Inc.",PALO ALTO,94304,204,1043,0
"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",2836.0,"Arcellx, Inc.",GAITHERSBURG,20878,22,507,2
SERVICES-PREPACKAGED SOFTWARE,7372.0,WORKIVA INC,AMES,50010,319,37,1
WHOLESALE-INDUSTRIAL MACHINERY & EQUIPMENT,5084.0,MSC INDUSTRIAL DIRECT CO INC,MELVILLE,11747,375,840,3
"SERVICES-MISC HEALTH & ALLIED SERVICES, NEC",8090.0,Sotera Health Co,BROADVIEW HEIGHTS,44147,308,173,1
SURETY INSURANCE,6351.0,ASSURED GUARANTY LTD,HAMILTON BERMUDA,HM08,339,569,1
SERVICES-PREPACKAGED SOFTWARE,7372.0,"QUALYS, INC.",FOSTER CITY,94404,319,487,1
"FUNCTIONS RELATED TO DEPOSITORY BANKING, NEC",6099.0,"EURONET WORLDWIDE, INC.",LEAWOOD,66211,92,736,2
MOTORS & GENERATORS,3621.0,FRANKLIN ELECTRIC CO INC,FORT WAYNE,46809,173,485,2
RETAIL-AUTO DEALERS & GASOLINE STATIONS,5500.0,RUSH ENTERPRISES INC TX,NEW BRAUNFELS,78130,238,942,0
FINANCE SERVICES,6199.0,"Upstart Holdings, Inc.",SAN MATEO,94403,86,1195,4
"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",2836.0,"Immunovant, Inc.",NEW YORK,10018,22,956,4
AGRICULTURAL PROD-LIVESTOCK & ANIMAL SPECIALTIES,200.0,CAL-MAINE FOODS INC,RIDGELAND,39157,4,1132,4
SERVICES-PREPACKAGED SOFTWARE,7372.0,"nCino, Inc.",WILMINGTON,28405,319,1512,3
STATE COMMERCIAL BANKS,6022.0,Ameris Bancorp,ATLANTA,30305,334,61,1
"PLASTIC MATERIALS, SYNTH RESINS & NONVULCAN ELASTOMERS",2821.0,AVIENT CORP,AVON LAKE,44012,209,70,1
GOLD AND SILVER ORES,1040.0,B2GOLD CORP,VANCOUVER,V6C 2X8,102,1403,4
"COMMUNICATIONS EQUIPMENT, NEC",3669.0,Lumentum Holdings Inc.,SAN JOSE,95131,44,1191,4
ELECTRICAL WORK,1731.0,"IES Holdings, Inc.",HOUSTON,77056,71,635,2
TRANSPORTATION SERVICES,4700.0,VERRA MOBILITY Corp,MESA,85201,351,847,3
PHARMACEUTICAL PREPARATIONS,2834.0,"Axsome Therapeutics, Inc.",NEW YORK,10007,204,956,0
RETAIL-DEPARTMENT STORES,5311.0,"Macy's, Inc.",NEW YORK,10001,243,956,0
"STEEL WORKS, BLAST FURNACES & ROLLING MILLS (COKE OVENS)",3312.0,"GRUPO SIMEC, S.A.B. de C.V.",44910 GUADALAJARA JA,10022,337,6,1
"SAVINGS INSTITUTIONS, NOT FEDERALLY CHARTERED",6036.0,"NEW YORK COMMUNITY BANCORP, INC.",HICKSVILLE,11801,267,608,1
BOTTLED & CANNED SOFT DRINKS & CARBONATED WATERS,2086.0,Primo Water Corp /CN/,TAMPA,33607,28,1338,4
BOTTLED & CANNED SOFT DRINKS & CARBONATED WATERS,2086.0,NATIONAL BEVERAGE CORP,FT. LAUDERDALE,33324,28,502,2
"MOTORCYCLES, BICYCLES & PARTS",3751.0,"HARLEY-DAVIDSON, INC.",MILWAUKEE,53208,172,870,0
REAL ESTATE INVESTMENT TRUSTS,6798.0,MACERICH CO,SANTA MONICA,90401,232,1205,0
SERVICES-HOSPITALS,8060.0,SELECT MEDICAL HOLDINGS CORP,MECHANICSBURG,17055,301,833,3
"SERVICES-BUSINESS SERVICES, NEC",7389.0,"TRINET GROUP, INC.",DUBLIN,94568,280,386,1
ELECTROMEDICAL & ELECTROTHERAPEUTIC APPARATUS,3845.0,Integer Holdings Corp,PLANO,75024,72,1076,4
SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,3841.0,ICU MEDICAL INC/DE,SAN CLEMENTE,92763-6212,340,1186,3
INVESTMENT ADVICE,6282.0,ALLIANCEBERNSTEIN HOLDING L.P.,NASHVILLE,37203,126,932,0
PHARMACEUTICAL PREPARATIONS,2834.0,Alkermes plc.,DUBLIN 4,0,204,390,1
HEAVY CONSTRUCTION OTHER THAN BLDG CONST - CONTRACTORS,1600.0,"Construction Partners, Inc.",DOTHAN,36303,108,378,2
REAL ESTATE INVESTMENT TRUSTS,6798.0,"HA Sustainable Infrastructure Capital, Inc.",ANNAPOLIS,21401,232,47,1
WHOLESALE-CHEMICALS & ALLIED PRODUCTS,5160.0,ASHLAND INC.,WILMINGTON,19808,363,1512,3
ELECTRIC SERVICES,4911.0,BLACK HILLS CORP /SD/,RAPID CITY,57709,68,1115,4
"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.",7370.0,IAC Inc.,NEW YORK,10011,286,956,3
MISCELLANEOUS METAL ORES,1090.0,NexGen Energy Ltd.,VANCOUVER,V6E 0C3,161,1403,0
SERVICES-HELP SUPPLY SERVICES,7363.0,ASGN Inc,GLEN ALLEN,23060,299,522,1
PERSONAL CREDIT INSTITUTIONS,6141.0,NELNET INC,LINCOLN,68508,202,750,0
OPERATIVE BUILDERS,1531.0,"M/I HOMES, INC.",COLUMBUS,43219,187,304,1
REAL ESTATE INVESTMENT TRUSTS,6798.0,"American Healthcare REIT, Inc.",IRVINE,92612,232,653,1
SERVICES-MISCELLANEOUS AMUSEMENT & RECREATION,7990.0,International Game Technology PLC,LONDON,EC2A 1AF,309,768,3
"ELECTRONIC COMPONENTS, NEC",3679.0,ADVANCED ENERGY INDUSTRIES INC,DENVER,80202,76,363,2
SERVICES-EDUCATIONAL SERVICES,8200.0,"Stride, Inc.",RESTON,20190,291,1123,3
HOSPITAL & MEDICAL SERVICE PLANS,6324.0,"Oscar Health, Inc.",NEW YORK,10013,109,956,4
NATURAL GAS DISTRIBUTION,4924.0,"ONE Gas, Inc.",TULSA,74103,175,1382,0
"AIR TRANSPORTATION, SCHEDULED",4512.0,"Copa Holdings, S.A.",PANAMA CITY,0,9,1045,4
RETAIL-EATING PLACES,5812.0,"Sweetgreen, Inc.",LOS ANGELES,90018,246,779,0
SERVICES-OFFICES & CLINICS OF DOCTORS OF MEDICINE,8011.0,"Hims & Hers Health, Inc.",SAN FRANCISCO,94123,317,1189,3
SERVICES-EDUCATIONAL SERVICES,8200.0,"Grand Canyon Education, Inc.",PHOENIX,85017,291,1067,3
"INSURANCE AGENTS, BROKERS & SERVICE",6411.0,"Goosehead Insurance, Inc.",WESTLAKE,76262,124,1493,4
RETAIL-JEWELRY STORES,5944.0,SIGNET JEWELERS LTD,HAMILTON,HM11,253,568,1
"FIRE, MARINE & CASUALTY INSURANCE",6331.0,KEMPER Corp,CHICAGO,60601,87,272,2
ADHESIVES & SEALANTS,2891.0,FULLER H B CO,ST PAUL,55110-5132,2,1291,4
SERVICES-PREPACKAGED SOFTWARE,7372.0,ZoomInfo Technologies Inc.,VANCOUVER,98660,319,1403,3
PIPE LINES (NO NATURAL GAS),4610.0,PLAINS GP HOLDINGS LP,HOUSTON,77002,207,635,1
MINING & QUARRYING OF NONMETALLIC MINERALS (NO FUELS),1400.0,HECLA MINING CO/DE/,COEUR D'ALENE,83815-9408,152,296,2
"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",2836.0,CRISPR Therapeutics AG,ZUG,CH-6300,22,1554,4
OIL & GAS FIELD MACHINERY & EQUIPMENT,3533.0,"Cactus, Inc.",HOUSTON,77024,184,635,0
"SERVICES-SPECIALTY OUTPATIENT FACILITIES, NEC",8093.0,"Acadia Healthcare Company, Inc.",FRANKLIN,37067,323,491,1
ELECTRIC SERVICES,4911.0,TXNM ENERGY INC,ALBUQUERQUE,87102-3289,68,25,2
"COMMUNICATIONS SERVICES, NEC",4899.0,"COGENT COMMUNICATIONS HOLDINGS, INC.",WASHINGTON,20037,45,1448,4
SERVICES-HOME HEALTH CARE SERVICES,8082.0,"Option Care Health, Inc.",BANNOCKBURN,60015,300,81,1
"PERFUMES, COSMETICS & OTHER TOILET PREPARATIONS",2844.0,INTERPARFUMS INC,NEW YORK,10176,200,956,0
"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",2836.0,Alvotech,LUXEMBOURG,L-1273,22,789,4
PRINTED CIRCUIT BOARDS,3672.0,PLEXUS CORP,NEENAH,54956,220,937,0
INVESTMENT ADVICE,6282.0,"Victory Capital Holdings, Inc.",BROOKLYN,44144,126,179,2
MISCELLANEOUS TRANSPORTATION EQUIPMENT,3790.0,Polaris Inc.,MEDINA,55340,166,836,0
"MISCELLANEOUS ELECTRICAL MACHINERY, EQUIPMENT & SUPPLIES",3690.0,EnerSys,READING,19605,156,1116,0
"SAVINGS INSTITUTION, FEDERALLY CHARTERED",6035.0,"Axos Financial, Inc.",LAS VEGAS,89148,266,729,3
SPECIAL INDUSTRY MACHINERY (NO METALWORKING MACHINERY),3550.0,KADANT INC,WESTFORD,1886,330,1492,3
"SERVICES-BUSINESS SERVICES, NEC",7389.0,"Alight, Inc. / Delaware",LINCOLNSHIRE,60069,280,751,3
"MISCELLANEOUS ELECTRICAL MACHINERY, EQUIPMENT & SUPPLIES",3690.0,"Fluence Energy, Inc.",ARLINGTON,22203,156,53,2
SERVICES-PREPACKAGED SOFTWARE,7372.0,"Intapp, Inc.",PALO ALTO,94306,319,1043,3
SEMICONDUCTORS & RELATED DEVICES,3674.0,SITIME Corp,SANTA CLARA,95054,273,1202,3
STATE COMMERCIAL BANKS,6022.0,INTERNATIONAL BANCSHARES CORP,LAREDO,78040-1359,334,726,3
RETAIL-EATING & DRINKING PLACES,5810.0,Wendy's Co,DUBLIN,43017,245,386,1
SERVICES-PREPACKAGED SOFTWARE,7372.0,BLACKBAUD INC,CHARLESTON,29492,319,252,1
PRINTED CIRCUIT BOARDS,3672.0,SANMINA CORP,SAN JOSE,95134,220,1191,0
"AIR TRANSPORTATION, SCHEDULED",4512.0,SKYWEST INC,ST GEORGE,84790,9,1289,4
CHEMICALS & ALLIED PRODUCTS,2800.0,Huntsman CORP,THE WOODLANDS,77380,37,1351,4
PHARMACEUTICAL PREPARATIONS,2834.0,"TG THERAPEUTICS, INC.",NEW YORK,10014,204,956,0
"FIRE, MARINE & CASUALTY INSURANCE",6331.0,MERCURY GENERAL CORP,LOS ANGELES,90010,87,779,2
"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",2836.0,"ADMA BIOLOGICS, INC.",RAMSEY,7446,22,1110,4
GOLD AND SILVER ORES,1040.0,Osisko Gold Royalties LTD,MONTREAL,H3B 2S2,102,895,4
DRILLING OIL & GAS WELLS,1381.0,Transocean Ltd.,STEINHAUSEN,6312,64,1308,4
RETAIL-SHOE STORES,5661.0,"Boot Barn Holdings, Inc.",IRVINE,92618,260,653,1
RETAIL-FAMILY CLOTHING STORES,5651.0,AMERICAN EAGLE OUTFITTERS INC,PITTSBURGH,15203,247,1071,0
OPERATIVE BUILDERS,1531.0,"Tri Pointe Homes, Inc.",INCLINE VILLAGE,89451,187,646,0
"SPORTING & ATHLETIC GOODS, NEC",3949.0,Acushnet Holdings Corp.,FAIRHAVEN,2719,333,455,1
SERVICES-TO DWELLINGS & OTHER BUILDINGS,7340.0,"Frontdoor, Inc.",MEMPHIS,38125,325,841,3
"HOTELS, ROOMING HOUSES, CAMPS & OTHER LODGING PLACES",7000.0,Hilton Grand Vacations Inc.,ORLANDO,32835,111,1024,4
WATER TRANSPORTATION,4400.0,GOLAR LNG LTD,HAMILTON,HM 11,359,568,1
"AIRCRAFT PARTS & AUXILIARY EQUIPMENT, NEC",3728.0,"Spirit AeroSystems Holdings, Inc.",WICHITA,67210,14,1504,4
RETAIL-FAMILY CLOTHING STORES,5651.0,NORDSTROM INC,SEATTLE,98101-4407,247,1227,0
PATENT OWNERS & LESSORS,6794.0,"InterDigital, Inc.",WILMINGTON,19809-3727,199,1512,0
FINANCE SERVICES,6199.0,"Walker & Dunlop, Inc.",BETHESDA,20814,86,126,2
"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",2836.0,Denali Therapeutics Inc.,SOUTH SAN FRANCISCO,94080,22,1276,4
ELECTRIC SERVICES,4911.0,ALGONQUIN POWER & UTILITIES CORP.,OAKVILLE,L6J2X1,68,1003,4
SEMICONDUCTORS & RELATED DEVICES,3674.0,"ALLEGRO MICROSYSTEMS, INC.",MANCHESTER,3103,273,804,3
REAL ESTATE AGENTS & MANAGERS (FOR OTHERS),6531.0,"NEWMARK GROUP, INC.",NEW YORK,10017,231,956,0
NATURAL GAS DISTRIBUTION,4924.0,SPIRE INC,ST LOUIS,63101,175,1290,0
REAL ESTATE,6500.0,INNOVATIVE INDUSTRIAL PROPERTIES INC,PARK CITY,84098,230,1051,0
REAL ESTATE INVESTMENT TRUSTS,6798.0,COPT DEFENSE PROPERTIES,COLUMBIA,21046,232,303,1
DRILLING OIL & GAS WELLS,1381.0,Valaris Ltd,HAMILTON,HM 11,64,568,2
SERVICES-EMPLOYMENT AGENCIES,7361.0,KORN FERRY,LOS ANGELES,90067,292,779,3
ELECTRIC & OTHER SERVICES COMBINED,4931.0,ALLETE INC,DULUTH,55802-2093,65,394,2
HEAVY CONSTRUCTION OTHER THAN BLDG CONST - CONTRACTORS,1600.0,GRANITE CONSTRUCTION INC,WATSONVILLE,95076,108,1454,4
"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.",7370.0,Sportradar Group AG,ST. GALLEN,CH-9000,286,1294,3
"INSURANCE AGENTS, BROKERS & SERVICE",6411.0,"Hagerty, Inc.",TRAVERSE CITY,49684,124,1375,4
SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,3841.0,HAEMONETICS CORP,BOSTON,2110,340,154,1
AIRCRAFT,3721.0,"Joby Aviation, Inc.",SANTA CRUZ,95060,11,1204,4
"SERVICES-GENERAL MEDICAL & SURGICAL HOSPITALS, NEC",8062.0,"Surgery Partners, Inc.",BRENTWOOD,37027,297,167,1
SERVICES-COMPUTER PROCESSING & DATA PREPARATION,7374.0,DXC Technology Co,ASHBURN,20147,284,56,1
"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.",7370.0,"DigitalOcean Holdings, Inc.",NEW YORK,10013,286,956,3
REAL ESTATE INVESTMENT TRUSTS,6798.0,TANGER INC.,GREENSBORO,27408,232,550,1
REAL ESTATE INVESTMENT TRUSTS,6798.0,"HIGHWOODS PROPERTIES, INC.",RALEIGH,27601,232,1109,0
ACCIDENT & HEALTH INSURANCE,6321.0,"CNO Financial Group, Inc.",CARMEL,46032,1,220,2
"PLASTICS PRODUCTS, NEC",3089.0,NEWELL BRANDS INC.,ATLANTA,30328,211,61,1
PHARMACEUTICAL PREPARATIONS,2834.0,Prestige Consumer Healthcare Inc.,TARRYTOWN,10591,204,1339,0
SERVICES-EDUCATIONAL SERVICES,8200.0,Graham Holdings Co,ARLINGTON,22209,291,53,1
NATIONAL COMMERCIAL BANKS,6021.0,BANCFIRST CORP /OK/,OKLAHOMA CITY,73102-8401,174,1008,0
DENTAL EQUIPMENT & SUPPLIES,3843.0,Envista Holdings Corp,BREA,92821,61,164,2
"SERVICES-BUSINESS SERVICES, NEC",7389.0,Western Union CO,DENVER,80237,280,363,1
SERVICES-MOTION PICTURE THEATERS,7830.0,"Cinemark Holdings, Inc.",PLANO,75093,315,1076,3
MISCELLANEOUS TRANSPORTATION EQUIPMENT,3790.0,BRP Inc.,VALCOURT,J0E 2L0,166,1396,0
SERVICES-PREPACKAGED SOFTWARE,7372.0,"ALKAMI TECHNOLOGY, INC.",PLANO,75024,319,1076,3
CRUDE PETROLEUM & NATURAL GAS,1311.0,"NORTHERN OIL & GAS, INC.",MINNETONKA,55343,56,876,4
"SAVINGS INSTITUTION, FEDERALLY CHARTERED",6035.0,TFS Financial CORP,CLEVELAND,44105,266,290,1
TRANSPORTATION SERVICES,4700.0,"Global Business Travel Group, Inc.",NEW YORK,10017,351,956,3
RETAIL-MISCELLANEOUS SHOPPING GOODS STORES,5940.0,"Academy Sports & Outdoors, Inc.",KATY,77449,256,683,1
STATE COMMERCIAL BANKS,6022.0,ASSOCIATED BANC-CORP,GREEN BAY,54301,334,546,1
SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,3841.0,"Axonics, Inc.",IRVINE,92618,340,653,3
SERVICES-PREPACKAGED SOFTWARE,7372.0,Freshworks Inc.,SAN MATEO,94403,319,1195,3
REAL ESTATE INVESTMENT TRUSTS,6798.0,"Apple Hospitality REIT, Inc.",RICHMOND,23219,232,1128,0
REAL ESTATE INVESTMENT TRUSTS,6798.0,Douglas Emmett Inc,SANTA MONICA,90401,232,1205,0
SPECIAL INDUSTRY MACHINERY (NO METALWORKING MACHINERY),3550.0,John Bean Technologies CORP,CHICAGO,60602,330,272,1
"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",2836.0,"ImmunityBio, Inc.",SAN DIEGO,92121,22,1187,4
GOLD AND SILVER ORES,1040.0,ELDORADO GOLD CORP /FI,VANCOUVER,V6C 2B5,102,1403,4
OPTICAL INSTRUMENTS & LENSES,3827.0,CAMTEK LTD,MIGDAL HAEMEK,23105,191,864,0
MISCELLANEOUS CHEMICAL PRODUCTS,2890.0,WD 40 CO,SAN DIEGO,92131,155,1187,0
APPAREL & OTHER FINISHD PRODS OF FABRICS & SIMILAR MATL,2300.0,"Under Armour, Inc.",BALTIMORE,21230,16,78,2
STATE COMMERCIAL BANKS,6022.0,TEXAS CAPITAL BANCSHARES INC/TX,DALLAS,75201,334,341,1
WHOLESALE-LUMBER & OTHER CONSTRUCTION MATERIALS,5030.0,GMS Inc.,TUCKER,30084,377,1380,3
MOTOR VEHICLE PARTS & ACCESSORIES,3714.0,"Dorman Products, Inc.",COLMAR,18915,170,300,1
REFRIGERATION & SERVICE INDUSTRY MACHINERY,3580.0,"Hayward Holdings, Inc.",CHARLOTTE,28203,234,254,1
PAPER MILLS,2621.0,Sylvamo Corp,MEMPHIS,38119,195,841,0
NATURAL GAS TRANSMISSION,4922.0,"Archrock, Inc.",HOUSTON,77024,177,635,0
METAL MINING,1000.0,Hudbay Minerals Inc.,TORONTO,M5J 2V5,147,1369,0
REAL ESTATE INVESTMENT TRUSTS,6798.0,"Broadstone Net Lease, Inc.",ROCHESTER,14604,232,1139,0
PHARMACEUTICAL PREPARATIONS,2834.0,PERRIGO Co plc,DUBLIN 2,D02 TY74,204,389,1
SEMICONDUCTORS & RELATED DEVICES,3674.0,IPG PHOTONICS CORP,MARLBOROUGH,1752,273,818,3
"SERVICES-BUSINESS SERVICES, NEC",7389.0,"CBIZ, Inc.",INDEPENDENCE,44131,280,647,1
"COMMUNICATIONS EQUIPMENT, NEC",3669.0,Iridium Communications Inc.,MCLEAN,22102,44,832,4
REAL ESTATE INVESTMENT TRUSTS,6798.0,EPR PROPERTIES,KANSAS CITY,64106,232,682,1
SERVICES-PREPACKAGED SOFTWARE,7372.0,"BLACKLINE, INC.",WOODLAND HILLS,91367,319,1531,3
"SERVICES-BUSINESS SERVICES, NEC",7389.0,"ENVESTNET, INC.",BERWYN,19312,280,125,1
STATE COMMERCIAL BANKS,6022.0,UNITED COMMUNITY BANKS INC,BLAIRSVILLE,30512,334,139,1
PHARMACEUTICAL PREPARATIONS,2834.0,Merus N.V.,3584 CM UTRECHT,3584 CM,204,5,1
SERVICES-PREPACKAGED SOFTWARE,7372.0,"INSTRUCTURE HOLDINGS, INC.",SALT LAKE CITY,84121,319,1183,3
GUIDED MISSILES & SPACE VEHICLES & PARTS,3760.0,"KRATOS DEFENSE & SECURITY SOLUTIONS, INC.",SAN DIEGO,92131,104,1187,4
CRUDE PETROLEUM & NATURAL GAS,1311.0,COMSTOCK RESOURCES INC,FRISCO,75034,56,499,2
"INDUSTRIAL TRUCKS, TRACTORS, TRAILORS & STACKERS",3537.0,TEREX CORP,NORWALK,6850,122,990,0
CRUDE PETROLEUM & NATURAL GAS,1311.0,Sitio Royalties Corp.,DENVER,80202,56,363,2
STATE COMMERCIAL BANKS,6022.0,Atlantic Union Bankshares Corp,RICHMOND,23219,334,1128,3
SEMICONDUCTORS & RELATED DEVICES,3674.0,POWER INTEGRATIONS INC,SAN JOSE,95138,273,1191,3
TELEPHONE COMMUNICATIONS (NO RADIOTELEPHONE),4813.0,TELEPHONE & DATA SYSTEMS INC /DE/,CHICAGO,60602,344,272,1
MOBILE HOMES,2451.0,CAVCO INDUSTRIES INC.,PHOENIX,85012,167,1067,0
FINANCE SERVICES,6199.0,"Core Scientific, Inc./tx",AUSTIN,78701,86,68,2
REAL ESTATE INVESTMENT TRUSTS,6798.0,NATIONAL HEALTH INVESTORS INC,MURFREESBORO,37129,232,919,0
"MEASURING & CONTROLLING DEVICES, NEC",3829.0,"Mirion Technologies, Inc.",ATLANTA,30318,140,61,2
MINERAL ROYALTY TRADERS,6795.0,Triple Flag Precious Metals Corp.,TORONTO,M5J 2S1,151,1369,0
PHARMACEUTICAL PREPARATIONS,2834.0,"AMICUS THERAPEUTICS, INC.",PHILADELPHIA,19104,204,1066,0
BITUMINOUS COAL & LIGNITE SURFACE MINING,1221.0,PEABODY ENERGY CORP,ST LOUIS,63101-1826,24,1290,4
FOOD AND KINDRED PRODUCTS,2000.0,Simply Good Foods Co,DENVER,80202,90,363,2
SEMICONDUCTORS & RELATED DEVICES,3674.0,SEMTECH CORP,CAMARILLO,93012-8790,273,205,1
MISCELLANEOUS FABRICATED METAL PRODUCTS,3490.0,"Mueller Water Products, Inc.",ATLANTA,30328,157,61,2
SERVICES-PERSONAL SERVICES,7200.0,UNIFIRST CORP,WILMINGTON,1887,318,1512,3
MISCELLANEOUS MANUFACTURING INDUSTRIES,3990.0,BRADY CORP,MILWAUKEE,53201-0571,160,870,0
"WATER, SEWER, PIPELINE, COMM & POWER LINE CONSTRUCTION",1623.0,Primoris Services Corp,DALLAS,75201,360,341,1
MALT BEVERAGES,2082.0,BOSTON BEER CO INC,BOSTON,2210,139,154,2
SEMICONDUCTORS & RELATED DEVICES,3674.0,SILICON LABORATORIES INC.,AUSTIN,78701,273,68,1
PHARMACEUTICAL PREPARATIONS,2834.0,"Apellis Pharmaceuticals, Inc.",WALTHAM,2451,204,1437,0
SERVICES-TO DWELLINGS & OTHER BUILDINGS,7340.0,ABM INDUSTRIES INC /DE/,NEW YORK,10006,325,956,3
PETROLEUM REFINING,2911.0,PBF Energy Inc.,PARSIPPANY,7054,203,1052,0
BITUMINOUS COAL & LIGNITE SURFACE MINING,1221.0,ALLIANCE RESOURCE PARTNERS LP,TULSA,74119,24,1382,4
"SERVICES-BUSINESS SERVICES, NEC",7389.0,"Remitly Global, Inc.",SEATTLE,98101,280,1227,3
PHARMACEUTICAL PREPARATIONS,2834.0,Bausch Health Companies Inc.,QUEBEC,H7L 4A8,204,1103,0
DRILLING OIL & GAS WELLS,1381.0,"Helmerich & Payne, Inc.",TULSA,74119,64,1382,4
NATIONAL COMMERCIAL BANKS,6021.0,FULTON FINANCIAL CORP,LANCASTER,17604,174,723,0
SERVICES-COMPUTER PROCESSING & DATA PREPARATION,7374.0,"RingCentral, Inc.",BELMONT,94002,284,111,1
ELECTRIC SERVICES,4911.0,Otter Tail Corp,FERGUS FALLS,56538-0496,68,464,2
STATE COMMERCIAL BANKS,6022.0,CATHAY GENERAL BANCORP,LOS ANGELES,90012,334,779,3
RETAIL-FAMILY CLOTHING STORES,5651.0,URBAN OUTFITTERS INC,PHILADELPHIA,19112,247,1066,0
"ELECTRIC, GAS & SANITARY SERVICES",4900.0,MGE ENERGY INC,MADISON,53701-1231,69,794,4
"SAVINGS INSTITUTION, FEDERALLY CHARTERED",6035.0,"Eastern Bankshares, Inc.",BOSTON,2110,266,154,1
REAL ESTATE INVESTMENT TRUSTS,6798.0,POTLATCHDELTIC CORP,SPOKANE,99201,232,1285,0
BITUMINOUS COAL & LIGNITE MINING,1220.0,"WARRIOR MET COAL, INC.",BROOKWOOD,35444,23,182,2
INVESTMENT ADVICE,6282.0,"FEDERATED HERMES, INC.",PITTSBURGH,15222,126,1071,0
HOTELS & MOTELS,7011.0,Travel & Leisure Co.,ORLANDO,32821,110,1024,4
"SERVICES-BUSINESS SERVICES, NEC",7389.0,Payoneer Global Inc.,NEW YORK,10001,280,956,3
BITUMINOUS COAL & LIGNITE MINING,1220.0,CONSOL Energy Inc.,CANONSBURG,15317,23,214,2
"COMMUNICATIONS EQUIPMENT, NEC",3669.0,ESCO TECHNOLOGIES INC,ST LOUIS,63124,44,1290,4
STATE COMMERCIAL BANKS,6022.0,FIRST INTERSTATE BANCSYSTEM INC,BILLINGS,59116-0918,334,132,1
MINING & QUARRYING OF NONMETALLIC MINERALS (NO FUELS),1400.0,UNITED STATES LIME & MINERALS INC,DALLAS,75240,152,341,2
"FOOTWEAR, (NO RUBBER)",3140.0,"STEVEN MADDEN, LTD.",LONG ISLAND CITY,11104,91,774,2
REAL ESTATE INVESTMENT TRUSTS,6798.0,GRANITE REAL ESTATE INVESTMENT TRUST,TORONTO,M5K 1H1,232,1369,0
SERVICES-COMPUTER INTEGRATED SYSTEMS DESIGN,7373.0,"IonQ, Inc.",COLLEGE PARK,20740,283,297,1
SERVICES-PREPACKAGED SOFTWARE,7372.0,JFrog Ltd,SUNNYVALE,94089,319,1323,3
NATIONAL COMMERCIAL BANKS,6021.0,"COMMUNITY FINANCIAL SYSTEM, INC.",DEWITT,13214,174,369,1
INDUSTRIAL ORGANIC CHEMICALS,2860.0,SENSIENT TECHNOLOGIES CORP,MILWAUKEE,53202-5304,120,870,0
SERVICES-PREPACKAGED SOFTWARE,7372.0,"Braze, Inc.",NEW YORK,10001,319,956,3
COOKIES & CRACKERS,2052.0,J&J SNACK FOODS CORP,PENNSAUKEN,8109,55,1058,4
FLAT GLASS,3211.0,Tecnoglass Inc.,BARRIO LAS FLORES BARRANQUILLA,XXXXX,89,85,2
"MISCELLANEOUS ELECTRICAL MACHINERY, EQUIPMENT & SUPPLIES",3690.0,Sunrun Inc.,SAN FRANCISCO,94104,156,1189,0
PHARMACEUTICAL PREPARATIONS,2834.0,HUTCHMED (China) Ltd,HONG KONG,0,204,628,1
SERVICES-COMPUTER PROCESSING & DATA PREPARATION,7374.0,"CarGurus, Inc.",CAMBRIDGE,2141,284,208,1
SERVICES-MANAGEMENT CONSULTING SERVICES,8742.0,"ICF International, Inc.",RESTON,20190,304,1123,3
STATE COMMERCIAL BANKS,6022.0,"FIRST HAWAIIAN, INC.",HONOLULU,96813,334,630,1
CRUDE PETROLEUM & NATURAL GAS,1311.0,Veren Inc.,CALGARY,T2P 1G1,56,198,2
"SPORTING & ATHLETIC GOODS, NEC",3949.0,"PELOTON INTERACTIVE, INC.",NEW YORK,10001,333,956,3
STATE COMMERCIAL BANKS,6022.0,FIRST BANCORP /PR/,SAN JUAN,00908-0146,334,1192,3
